k,brier_score_scores,log_loss_scores,brier_score_probas_pos,log_loss_probas_pos,brier_score_probas_pos_neg,log_loss_probas_pos_neg,brier_score_probas_pos_neg_iso,log_loss_probas_pos_neg_iso,brier_score_probas_pos_iso,log_loss_probas_pos_iso,brier_score_probas_pos_sc,log_loss_probas_pos_sc,brier_score_probas_pos_neg_sc,log_loss_probas_pos_neg_sc,ece_scores,ece_probas_pos,ece_probas_pos_neg,ece_probas_pos_neg_iso,ece_probas_pos_iso,ece_probas_pos_sc,ece_probas_pos_neg_sc,metrics_mrr,metrics_hits@10,metrics_mr,accuracy_per_relation,accuracy_uncalib,accuracy_pos,accuracy_pos_neg,accuracy_pos_neg_iso,accuracy_pos_iso,accuracy_pos_sc,accuracy_pos_neg_sc
10,0.4339756585043363,1.3973785771526064,0.22097238439538425,0.6317446012112573,0.2053520346809688,0.5945740012092431,0.2045821256748386,0.5924690806777612,0.23564103766038216,0.6623289942710608,0.22554377271593493,0.642369359482893,0.2053523007306928,0.5945745035564898,0.44176956867058564,0.11319574187783636,0.028297227891323693,0.007373025518510036,0.14232716900872328,0.13299761797447487,0.02831925829964238,0.19117431555111955,0.28607845615809213,8800.607403193864,0.6703606944210349,0.4999789314006405,0.6439617394235632,0.6698129108376875,0.6710559581998988,0.6115793022079892,0.6354500252823192,0.6698129108376875
25,0.44270985480564684,1.4995092348412915,0.17506134187571934,0.5252027053520084,0.1573011461062912,0.4808963955293496,0.15758475811173356,0.48194849699308456,0.1840476720432383,0.5464983208611875,0.1810534551832893,0.5382186744361365,0.1573011547151355,0.48089535196081024,0.4573182893677423,0.10513357944961105,0.010172020458721006,0.007588049701805528,0.1202242152788099,0.1231756625152718,0.010235039926610135,0.25646800405965514,0.35075633084734337,4414.084186575654,0.7681400640485421,0.4999789314006405,0.7400556211023092,0.7705208157761672,0.7709421877633575,0.7278779706725097,0.7255393561436035,0.7705418843755267
50,0.44521173340117065,1.5282026930835186,0.1524322887501081,0.4708372326137955,0.1341320024470034,0.4179116738026824,0.1343559337423274,0.41759563139673217,0.1549152323305005,0.47585253926343224,0.15693159283446703,0.47965326297598176,0.13413205681191714,0.41791309945796745,0.46142518667031074,0.10566689918681377,0.015061331381991507,0.010031875123905932,0.10292697610442998,0.1180684624671641,0.015063271180013958,0.284307499944289,0.3797665697551932,3718.02281633169,0.8012388336423395,0.4999789314006405,0.7865118826900388,0.8063163660879825,0.8068852182706894,0.7808865666610484,0.7730701162986685,0.8063163660879825
100,0.4456995846446613,1.5344794664697163,0.14464636995726046,0.45230694370655883,0.12632943068138008,0.39613007124998995,0.12662109286385984,0.39630189252356357,0.1442834852799898,0.44989051269502967,0.14774653125349943,0.4573720173230707,0.12632963246660892,0.3961297772937017,0.46237430167342847,0.1080223146506431,0.01096687143294621,0.00966530220033459,0.09678476398206488,0.11485311084990493,0.010940453206818574,0.29461706887267175,0.39234399359541566,3451.871381620528,0.8164714309792686,0.4999789314006405,0.8003960896679588,0.8195474464857576,0.8201795044665431,0.8002275408730828,0.7897353783920446,0.8195685150851172
200,0.44559106265691895,1.5320862182830934,0.1384974732854741,0.4376367476127243,0.12010669706419276,0.3791849871368468,0.12032022125040652,0.37899056566557127,0.13638501910881504,0.4318911021490722,0.14097953365705798,0.4409686819817666,0.1201071084286591,0.37918693270308834,0.4626529936181259,0.10969377395858777,0.00893267206050244,0.007554582429922189,0.09288368890850245,0.11201571464662889,0.008955978785658061,0.29943278793775296,0.39832722369696205,3363.708675683647,0.8279538176302039,0.4999789314006405,0.8141117478510028,0.8305873925501432,0.8291757963930558,0.8082336086296983,0.8031139389853362,0.8305663239507838
500,0.44581213214992327,1.5320358837290713,0.1381985530774599,0.43574893270447457,0.12193248218777972,0.38227769415751717,0.12199501920111015,0.382677332144047,0.13666406376298343,0.4290348808373845,0.13992316096616417,0.43702878040942095,0.12193236994338934,0.3822871259069716,0.4625639350261974,0.10187735236878542,0.010860558205544607,0.006647712024846994,0.08626386135860672,0.1031993304014355,0.010853104248692303,0.2961402694723617,0.399612354106097,3361.1035056672144,0.8252359683128265,0.4999789314006405,0.8125316028990393,0.8245407045339626,0.8262683296814428,0.8096873419855048,0.8037459969661217,0.8245407045339626
