accuracy_per_relation,accuracy_pos,accuracy_pos_iso,accuracy_pos_neg,accuracy_pos_neg_iso,accuracy_pos_neg_sc,accuracy_pos_sc,accuracy_uncalib,brier_score_probas_pos,brier_score_probas_pos_iso,brier_score_probas_pos_neg,brier_score_probas_pos_neg_iso,brier_score_probas_pos_neg_sc,brier_score_probas_pos_sc,brier_score_scores,ece_probas_pos,ece_probas_pos_iso,ece_probas_pos_neg,ece_probas_pos_neg_iso,ece_probas_pos_neg_sc,ece_probas_pos_sc,ece_scores,log_loss_probas_pos,log_loss_probas_pos_iso,log_loss_probas_pos_neg,log_loss_probas_pos_neg_iso,log_loss_probas_pos_neg_sc,log_loss_probas_pos_sc,log_loss_scores,metrics_hits@10,metrics_mr,metrics_mrr
0.88206637572313,0.8886633512635745,0.8889170810920531,0.8880543996752258,0.8889678270577489,0.88764843194966,0.8886126052978788,0.5074596569572719,0.09112267084951825,0.08739721341529823,0.08916277534287333,0.08729741016542457,0.08927080877259724,0.08983692134969219,0.44347172584043787,0.05257262997756475,0.015444446025606847,0.03616511411598148,0.011420542268837309,0.036748090951991,0.04246969642147846,0.46546345943728523,0.30835120928748494,0.2956083083903866,0.3017415480225048,0.29519032104901516,0.30182390125402964,0.30417859929420327,1.9592568123587728,0.3085720173088811,2288.6169379765092,0.15505303789922326
0.7056226529990866,0.6910078148787171,0.6891302141479753,0.6905511011874556,0.6956256977570283,0.6892824520450624,0.6892824520450624,0.5074596569572719,0.20856483052251926,0.20042963411258044,0.20163406525426084,0.19837366718026453,0.20175148381168845,0.2023423084954731,0.49250805747539333,0.0777746192285957,0.03673938266035769,0.04748816719082277,0.009526206933827162,0.04767713974224567,0.05566147125937992,0.4925165175801786,0.6063374306009015,0.589109237515802,0.5907020842221917,0.5853817281047783,0.590642492531469,0.591511554629423,5.233913629923759,0.1342468576138471,7259.4220070059755,0.05791388239031987
0.8793260935755608,0.8785649040901249,0.882624581345783,0.8791231097127779,0.8824215974830001,0.8785649040901249,0.8783619202273419,0.5074596569572719,0.09324016047108175,0.08777076778588071,0.0929305528104374,0.08776872689619357,0.09317131446343715,0.09386090793162977,0.22200779808163673,0.059998185794558935,0.016923389825510143,0.05785852043347759,0.013310535851502646,0.059456006188897806,0.06350334389894954,0.2927792610207947,0.3421087496626671,0.29883902854766753,0.34166994455284316,0.29865267446409544,0.3419154639399616,0.34363972342946036,0.6700031831547705,0.22697300638780135,2514.538223779106,0.1339377163240315
0.6978585202476403,0.6793869887343956,0.7150614026184918,0.6836496498528367,0.7150106566527961,0.6795899725971786,0.6788795290774383,0.5074596569572719,0.20405982953629068,0.1886350581022697,0.20378720410212578,0.18848967573362407,0.2040754198366658,0.2040558047586505,0.49253944914484316,0.10486308076255128,0.009085891581152198,0.10317936599841399,0.008940069026074094,0.10489776305467992,0.105958848794885,0.49253978905717277,0.5990685540624133,0.5498291583321958,0.5990194771332028,0.5491950609308396,0.5991003896291192,0.5990367406824639,7.652968810506673,0.23413352565423448,7455.075314238616,0.10840531541733772
0.6721303156399067,0.664061707094286,0.6712168882573836,0.6646706586826348,0.6720795696742109,0.6648228965797219,0.6608647112554552,0.508373084339795,0.2136184873069675,0.2083189978896789,0.21345723753003246,0.2079002594619071,0.2136105422055497,0.21378269607097905,0.4883783335647305,0.06165496576840198,0.024584405176543964,0.05788635832518353,0.009702752276887739,0.06195390077822247,0.06411949280517304,0.48988952017745113,0.6182422190976454,0.601124766662856,0.6182098548406032,0.6036819218832592,0.6182369052217263,0.6183716159355985,5.624642701186049,0.0812899237584999,9999.898825468783,0.04453189843846317
0.6252410433370547,0.6380797726580737,0.6586826347305389,0.6413275144626002,0.6569065259311885,0.6381812645894651,0.6379275347609865,0.6016441692885416,0.21733756243303795,0.2114551467085802,0.21711083784326043,0.21066466751878837,0.21728226095451694,0.21739214030332382,0.223721425582895,0.0674924835340391,0.022042491937136945,0.06417051340908639,0.006834067879348291,0.06604285129478944,0.0628943205443448,0.09805916507909786,0.6210373695450866,0.6056425826516914,0.6210928406961908,0.6063922208134408,0.6212055727192094,0.621644589133703,0.6359517096852704,0.09288069235524418,12092.53760560478,0.05065584820170998
0.611235156805034,0.619050035522176,0.6468080787577387,0.6234649345377042,0.6492946310768294,0.6194560032477419,0.6169694509286512,0.5217192733177712,0.2243449235172339,0.2137802931804181,0.22416027410437456,0.2134453744056177,0.2243521265816487,0.22447560022773694,0.4691190502386915,0.08531192042773648,0.016599431571843706,0.08455084670343749,0.006823251343115678,0.08523653366017075,0.08895390859518905,0.4749081995987377,0.6378381135433497,0.6076548481638127,0.6378677610841412,0.6111088728757822,0.6380260105989148,0.6378917048979615,5.620262932285219,0.09210797444879457,12594.588038326809,0.0490136100740206
0.6399573733888156,0.6536587841266619,0.6717750938800365,0.657921445245103,0.6719273317771237,0.6555871308230996,0.6544707195777936,0.6113366487364255,0.21212748086270297,0.20536009813866002,0.2119198551112082,0.20489318091881115,0.21209819793887083,0.2122139957315672,0.2624940057654631,0.07143432301796475,0.019254749052730207,0.06854121254069497,0.011705303906200068,0.07048249339110868,0.0701524887764573,0.20361489261405355,0.6085719954804506,0.5910416178723998,0.6087810385668705,0.5878052943283891,0.6088746993253568,0.6091975016312047,0.7926066765356188,0.10890171028229961,11518.330105089635,0.06036937434970712
0.5956053993707501,0.5995635846950167,0.6243783619202273,0.6060590683040699,0.6243276159545316,0.5992591089008423,0.5970262864102304,0.5080686085456206,0.23997391327517256,0.22841325948831334,0.2398940625278148,0.2282150248326128,0.24004025268263374,0.23995595982924345,0.48998108330382906,0.09525911816241088,0.014366841702986053,0.08895136486282572,0.007095209519356076,0.09551727541478554,0.09773556086192249,0.490696538163722,0.6736364666344937,0.6501271179287866,0.6735588646377874,0.6506635249642414,0.6737047281885852,0.6737074328345817,6.0610655837393566,0.09385946837008036,13814.839738306202,0.0538831478170006
0.6392469298690754,0.6505125342535268,0.6637064853344159,0.6526438648127474,0.6635542474373287,0.6502080584593525,0.6515274535674414,0.6091545722115091,0.21303279716181103,0.2082502937188977,0.21286059474062355,0.20800374696533674,0.21303057139104906,0.21290715493685053,0.22596662903795983,0.060664464807215164,0.02112698649356715,0.058990692143801766,0.009901579503428008,0.06055173106889034,0.05940958667663519,0.11864128426635351,0.6110384402479583,0.595796377944398,0.6109440907187648,0.5977274564153365,0.6110271114608578,0.6110204408879261,0.6425614267660255,0.11405316299196373,11376.982124459097,0.06769938207160417
0.5819039886329037,0.5893636455901756,0.6359484420988532,0.5959098751649244,0.6360499340302446,0.5897696133157414,0.5895158834872628,0.5169998985080686,0.23290361625404374,0.21879987264262488,0.23272806248338837,0.2186252094592947,0.2328908664421262,0.23290018847221525,0.4754657128679616,0.10471959885009034,0.011668362821950209,0.10604480756765255,0.0062988826744355365,0.10528010672392672,0.10542885246873686,0.47987707653566386,0.6569482009471488,0.6219037169348592,0.6568635456667816,0.6244158179311476,0.6569923447316488,0.6570058796628773,5.7974619787216435,0.10833505048423656,13737.130125695447,0.06332082436321645
0.6499035826651781,0.6640109611285903,0.6751750735816503,0.6664975134476809,0.6751750735816503,0.6640109611285903,0.6651273723738963,0.615142596163605,0.20821771295491412,0.20319273633177032,0.20803252557695978,0.20319053303694545,0.20820950504817745,0.2081684853271793,0.24258861822928107,0.06252536341271207,0.017852363903037436,0.060392254006012086,0.008602998784680103,0.06279046750334318,0.0628933643326796,0.16616737042830387,0.5979506775073998,0.5838902048970026,0.5978698878760756,0.5850145831360735,0.5979637779475532,0.5981220922674673,0.6993417946973034,0.14140737688028024,10967.958530805687,0.08577832705401639
0.6079366690348117,0.592814371257485,0.5895158834872628,0.5928651172231808,0.5895158834872628,0.5928651172231808,0.5927636252917893,0.5087790520653608,0.23532075772200453,0.23601005282401943,0.23528321258837526,0.23459245307087298,0.23536429873033476,0.23577252479255567,0.4738974653102822,0.023098147627449033,0.028759381494903733,0.021270762533509024,0.009303007549346305,0.024253373588419558,0.026783949445090063,0.4785846632579299,0.6630385335790776,0.6675429318520474,0.6630034885176134,0.6606373517458556,0.6631340224456458,0.6640626478302328,2.731016201536362,0.03523593653410262,13354.698949103647,0.01729406644912696
0.6616766467065869,0.6798437024256572,0.686389932000406,0.6806048919110931,0.6858317263777529,0.6797929564599614,0.6800466862884401,0.6239723941946616,0.20127271742948025,0.19756007833000383,0.20109817090049073,0.1973192221293814,0.20127312432753866,0.2011794458268304,0.22004214270114458,0.05718750650236888,0.014904990091790443,0.05434017547747575,0.010804870361554314,0.0571240474049071,0.05564553408729903,0.13410195560064775,0.580724237597281,0.5678341556365584,0.5806311109308564,0.5664554766020259,0.5807276306190788,0.5809174271085746,0.6289873559473674,0.17226457861116834,10329.089480733566,0.11289980067183107
0.5888054399675225,0.5809905612503806,0.6243783619202273,0.5871308230995635,0.6242768699888359,0.581650258804425,0.5815995128387293,0.6040292296762407,0.23270446523956445,0.22045493593288545,0.2325220094585779,0.22014447352007754,0.23268787039935887,0.23257678999079187,0.3437443995777009,0.09490699113764328,0.017614920997955558,0.09882945558522228,0.009991070107595555,0.09568133589223766,0.0965063578448576,0.3409262327788312,0.6554663135855104,0.62403815696861,0.6553150634242111,0.6227021443763033,0.6554466890178308,0.6556098563055868,1.4398530267415721,0.11528951164228313,13999.438388625593,0.06847979897652637
0.6762407388612606,0.6973510605906831,0.7050644473764336,0.698467471835989,0.7049629554450422,0.6972495686592916,0.6982644879732062,0.631888764843195,0.19572954630280745,0.1907539100265033,0.19556218987998053,0.19023379733195112,0.19574327701355007,0.19572883192999888,0.22277307745825833,0.06049565904505614,0.017063852510174074,0.05931192105958321,0.007865936989864925,0.06056248536594162,0.06366365696693733,0.15090406474565765,0.5674486420136773,0.55464521452618,0.567383729853693,0.5549629831641123,0.5674691350457787,0.5677745434214464,0.6316643725033785,0.18926437255305997,9799.101432103853,0.12302958261653461
