eta,brier_score_scores,log_loss_scores,brier_score_probas_pos,log_loss_probas_pos,brier_score_probas_pos_neg,log_loss_probas_pos_neg,brier_score_probas_pos_neg_iso,log_loss_probas_pos_neg_iso,brier_score_probas_pos_iso,log_loss_probas_pos_iso,brier_score_probas_pos_sc,log_loss_probas_pos_sc,brier_score_probas_pos_neg_sc,log_loss_probas_pos_neg_sc,ece_scores,ece_probas_pos,ece_probas_pos_neg,ece_probas_pos_neg_iso,ece_probas_pos_iso,ece_probas_pos_sc,ece_probas_pos_neg_sc,metrics_mrr,metrics_hits@10,metrics_mr,accuracy_per_relation,accuracy_uncalib,accuracy_pos,accuracy_pos_neg,accuracy_pos_neg_iso,accuracy_pos_iso,accuracy_pos_sc,accuracy_pos_neg_sc
1,0.2990559140977404,0.8533753190168981,0.1793695196562365,0.6217442041904955,0.13218414399234976,0.4212749407605009,0.13048563145514833,0.4143615840728662,0.1527224858050792,0.5030190435696197,0.15431488096096554,0.5083974498343258,0.1321642372326723,0.42128005152320125,0.3435801598333543,0.18783596777146863,0.024200219595304096,5.607820062555562e-17,0.1315325121706406,0.13351991459044382,0.0247102008050305,0.10468600121735228,0.19813154768333513,507.73690463332974,0.8454301075268817,0.5022043010752688,0.764731182795699,0.8210215053763441,0.8223118279569892,0.7975806451612903,0.7941935483870968,0.8209139784946237
5,0.34528902873824724,1.0110212914630807,0.1260717220242072,0.4524452504662497,0.10485670021253662,0.3480773005279511,0.1024246558914235,0.33608305246786163,0.1200533231058073,0.4106759007191926,0.11757243812919507,0.4262617791410005,0.10480886718538521,0.34808128034103286,0.3932910451581401,0.13067740901823963,0.03166622613065987,8.147604454910422e-18,0.10553369324496893,0.10534841053346755,0.031292408424730994,0.1434158007421652,0.27416567663894587,289.5287288044065,0.8779032258064516,0.5022043010752688,0.8387096774193549,0.8587096774193549,0.8624193548387097,0.8429569892473119,0.8511290322580645,0.8587096774193549
10,0.35656060512892135,1.0448345374712196,0.11884129466603793,0.42166652313396036,0.09947706109924412,0.33245125134258974,0.09718826173722865,0.3215299212665093,0.1143667314431139,0.39234928243264144,0.11145270870740012,0.40609973206659034,0.09943155610838189,0.33245505391780167,0.4029007300510201,0.12358212952972746,0.029282826249317488,5.628711356029691e-18,0.10089033022580358,0.10037840766511119,0.029104883240621424,0.15734155318683407,0.29765633437736255,265.5360730100443,0.8832795698924731,0.5022043010752688,0.848010752688172,0.8661827956989248,0.8706989247311828,0.8523118279569892,0.8583870967741936,0.8664516129032258
20,0.36331046007384304,1.0654467326192334,0.11550019731786418,0.4059832635650728,0.09678979310246702,0.32415147957012436,0.09467836041780162,0.3144029928619323,0.11196909501521446,0.3837659756737727,0.10864917338192398,0.395223295699695,0.09674426656519954,0.3241551278717746,0.4082523699729673,0.12004646137196529,0.027690628215830813,5.6320688853380336e-18,0.0988233098209118,0.09794909529338669,0.02730143558800943,0.16601163584552078,0.3160168484717572,252.76790150124202,0.8847849462365591,0.5022043010752688,0.8506451612903225,0.8693548387096774,0.8751075268817204,0.8562365591397849,0.8615591397849462,0.8697311827956989
50,0.3676594571673992,1.0783644888880795,0.11307345267481257,0.3952676755781392,0.09488501114432661,0.31796037188960363,0.09277460228630839,0.30878024530404685,0.10984176360655028,0.3763797317763427,0.1064855568609413,0.38695187125657166,0.0948438786457997,0.3179638618545876,0.41162901396392493,0.11762942324402512,0.025683001446467568,6.1032421649420565e-18,0.09681611759501087,0.09602103226429565,0.0257522554906389,0.17370381152404604,0.3269251539043093,244.57787018036504,0.8879032258064516,0.5022043010752688,0.8537096774193549,0.8725806451612903,0.8781720430107527,0.8468817204301076,0.8640322580645161,0.8726881720430107
100,0.3692716157086837,1.0834692338645278,0.11271323778037934,0.3931026247267233,0.09451136966495058,0.31688355882715946,0.09238250487698077,0.30786917268435754,0.1094202281210268,0.37542180604427494,0.10620560370019863,0.3856475676179611,0.09447238377508221,0.31688715664197187,0.4127831038608346,0.1171683904176117,0.025374062650947153,9.653269820295884e-18,0.09637001794466492,0.09584427376477354,0.025093544685853057,0.17535973149786432,0.3318932930122043,242.49076574144075,0.8882258064516129,0.5022043010752688,0.8536559139784946,0.8732795698924731,0.8794623655913979,0.8597311827956989,0.8647311827956989,0.8736021505376345
