brier_score_baseline,brier_score_probas_pos,brier_score_probas_pos_iso,brier_score_probas_pos_sc,brier_score_scores,ece_probas_pos,ece_probas_pos_iso,ece_probas_pos_sc,ece_scores,log_loss_baseline,log_loss_probas_pos,log_loss_probas_pos_iso,log_loss_probas_pos_sc,log_loss_scores,metrics_hits@10,metrics_mr,metrics_mrr
0.04749999999999995,0.03022059993355192,0.02904455848861283,0.02996057168893332,0.26980923178549016,0.010318255216854403,0.0006545040186330029,0.008704743413331146,0.41351468573112127,0.19851524334587223,0.09573632062397083,0.08998615245941406,0.09415125535095266,1.4254506676883343,0.4987767883354536,182.66488893238085,0.3203637788540833
0.08999999999999986,0.043262066647011634,0.041901695720859784,0.04312894122049539,0.25379738360101556,0.013421767335871752,0.001200075820617559,0.01602823671431844,0.3899569472497615,0.3250829733914479,0.13631289918028322,0.12830096648038136,0.13527496434678835,1.334598660038867,0.4987767883354536,182.66488893238085,0.3203637788540833
0.12750025687507796,0.05183296479210487,0.0502835157618446,0.05131279315458267,0.24217811888243646,0.016368070203471436,0.0020625349689011186,0.020485101126379787,0.36999146187807563,0.4227097243428217,0.1663968349243564,0.15569822322574853,0.16800470746315727,1.284183769625678,0.4987767883354536,182.66488893238085,0.3203637788540833
0.16000000000000011,0.05561868794343745,0.054243678399247576,0.05904878342041919,0.22706986458678013,0.018049085680338868,0.0020299018693885995,0.03289293406845991,0.347013538277351,0.5004024235381878,0.18281052882118026,0.17140446391213182,0.1881691734261763,1.1948120494444805,0.4987767883354536,182.66488893238085,0.3203637788540833
0.1875,0.058342808392123476,0.05685647734689661,0.05876741835595218,0.2120990000773988,0.020467531028961827,0.0034220813693531106,0.031594872038841086,0.3243011260338289,0.5623351446188083,0.19624549810914835,0.18320214563777243,0.19761974797141282,1.1196625558709161,0.4987767883354536,182.66488893238085,0.3203637788540833
0.2100011742946893,0.059089893584680926,0.05760362562217982,0.059018959241297575,0.19821798526803341,0.02158490033059149,0.0033218000937571173,0.03358263921913,0.3024551713683274,0.6108667894983377,0.20259537639379138,0.1894706133214513,0.20631922199498778,1.0383687311408418,0.4987767883354536,182.66488893238085,0.3203637788540833
0.2275005137514129,0.06264089844180341,0.060948936065319856,0.062700399030859,0.18779365228188494,0.025499032066918243,0.005165833751140523,0.0347326766005766,0.2836055745816204,0.6474476991421921,0.2161702127170621,0.20205349006725867,0.22596549762365803,1.00681186424528,0.4987767883354536,182.66488893238085,0.3203637788540833
0.24000000000000002,0.060788203784938676,0.05895836207944596,0.061829698248956226,0.17082503312823508,0.027719883704584457,0.003910326600513463,0.042930021830265806,0.25887204230047506,0.6730116670092564,0.21641526675875367,0.20073318715618454,0.23226460749996394,0.9111823747386303,0.4987767883354536,182.66488893238085,0.3203637788540833
0.24750077063654588,0.05891980763803334,0.056783481757926926,0.06076750186446273,0.1564589024743738,0.028261867007226087,0.003960333785657498,0.04697122187452604,0.23687160928789489,0.6881403601553046,0.21320748200353237,0.19729411923601217,0.23341027937493367,0.8266344608473133,0.4987767883354536,182.66488893238085,0.3203637788540833
0.25,0.057302535297342874,0.054967349335739935,0.058336825293231885,0.1426850921701486,0.028764399031928286,0.003695730838873606,0.04102365919891314,0.21489111510890024,0.6931471805599454,0.21116404653382684,0.19488918126956623,0.2235036814143973,0.7554543973614781,0.4987767883354536,182.66488893238085,0.3203637788540833
0.24750000000000005,0.054568615564771376,0.05210869395508585,0.05675789638750858,0.12890994096948222,0.029851878754417683,0.0031003763829702317,0.052452325559824035,0.1936004482634743,0.6881388137135885,0.20529163674947518,0.18884781609935242,0.21646515781841863,0.6795005751356494,0.4987767883354536,182.66488893238085,0.3203637788540833
0.23999882570531084,0.05197397626176126,0.049361849978720264,0.05506736062470701,0.11443739430805361,0.029556631660467025,0.0034554073451883082,0.05672226680593059,0.17068563085635044,0.6730092863316406,0.19859429543973908,0.1823144934576228,0.2114385522844882,0.6067865080111122,0.4987767883354536,182.66488893238085,0.3203637788540833
0.2274995229462838,0.048988604338296445,0.04642936410510346,0.052675522843110244,0.10221794679605957,0.02823633674946966,0.0038587773343624026,0.06037005883914722,0.1510108001692485,0.6474456546514498,0.19119829827527524,0.1747381649296076,0.20607230899501092,0.542251328725139,0.4987767883354536,182.66488893238085,0.3203637788540833
0.20999862999623256,0.04280347827409644,0.04005151579918727,0.04752811598752329,0.08570926117322997,0.027883710553189906,0.002030247268691671,0.06353839626560329,0.12701183138397673,0.6108614000517412,0.17055661212380274,0.15598620995792975,0.1896952112728663,0.44309388279265255,0.4987767883354536,182.66488893238085,0.3203637788540833
0.1874908256880734,0.038937310700674396,0.03588276484413837,0.04352816083486665,0.07123334826448943,0.025407916707730037,0.0029120667091843376,0.04917408856333127,0.1041231599860235,0.562314986595163,0.16026376701823458,0.14439416937191413,0.17889489261354855,0.3766241019840096,0.4987767883354536,182.66488893238085,0.3203637788540833
0.15999060555055386,0.03440950533556503,0.03173961961119595,0.042045615439749454,0.058683450354320064,0.023195337576329925,0.003201844640555683,0.06928019973071929,0.08353118338024756,0.5003807177510329,0.14498098638757806,0.13052374559785376,0.17219221093483683,0.3109757553306465,0.4987767883354536,182.66488893238085,0.3203637788540833
0.12748253202462154,0.028357334988879893,0.025650700150728005,0.034035069995010034,0.04376995376085403,0.020412215018823714,0.003618408557025277,0.06025897996035086,0.06059665081802846,0.4226658021366665,0.12243839545382189,0.10918277891280431,0.14574186293503685,0.23283796094606704,0.4987767883354536,182.66488893238085,0.3203637788540833
0.08997181610005286,0.02114033516996933,0.019102052019867574,0.025770285221293786,0.029888923600977956,0.01455790294776898,0.0019909200474455533,0.050426725993103355,0.039315355775304574,0.325005565444387,0.09409248252906899,0.08333943096021468,0.11536179369797707,0.1549024823497006,0.4987767883354536,182.66488893238085,0.3203637788540833
0.04747280713986892,0.014024524014923007,0.012490009460111893,0.017070839127696975,0.015817127376793094,0.011711201640965964,0.0021733243809249126,0.03268925297681467,0.01770403638619935,0.19842627921551143,0.06570007228474867,0.05743645585721034,0.07747046639392467,0.08848061567353917,0.4987767883354536,182.66488893238085,0.3203637788540833
